"","carat","clarity","carat_clarity","mean_price","mean_table","mean_length","mean_width","mean_depth","mean_depth_percent","mean_volume","mean_price_per_volume"
"1067",1.7,"VVS2","1.7_VVS2",13867.27,58.31,7.62,7.6,4.71,61.9,272.77,50.84
"1068",1.71,"SI1","1.71_SI1",11958.74,57.44,7.66,7.65,4.73,61.85,277.17,43.15
"1069",1.71,"SI2","1.71_SI2",10260.46,57.31,7.64,7.6,4.76,62.4,276.38,37.12
"1070",1.71,"VS1","1.71_VS1",13659.17,57.67,7.68,7.65,4.74,61.8,278.48,49.05
"1071",1.71,"VS2","1.71_VS2",12892.86,58.23,7.67,7.65,4.71,61.51,276.36,46.65
"1072",1.71,"VVS2","1.71_VVS2",15208.86,58,7.66,7.68,4.73,61.67,278.26,54.66
"1073",1.72,"I1","1.72_I1",6925,58,7.66,7.63,4.76,62.36,278.2,24.89
"1074",1.72,"SI1","1.72_SI1",11681.65,58.6,7.64,7.61,4.77,62.53,277.33,42.12
"1075",1.72,"SI2","1.72_SI2",10322.55,58.85,7.61,7.61,4.77,62.65,276.24,37.37
"1076",1.72,"VS1","1.72_VS1",15558.75,59.5,7.82,7.82,4.66,59.65,284.97,54.6
"1077",1.72,"VS2","1.72_VS2",13860.85,57.92,7.72,7.7,4.74,61.44,281.76,49.19
"1078",1.72,"VVS2","1.72_VVS2",15516.5,58.25,7.61,7.64,4.75,62.3,276.17,56.18
"1079",1.73,"I1","1.73_I1",8295,59,7.58,7.58,4.82,63.6,276.94,29.95
"1080",1.73,"SI1","1.73_SI1",11366.55,58.35,7.68,7.65,4.74,61.91,278.48,40.82
"1081",1.73,"SI2","1.73_SI2",8318.5,59.75,7.65,7.59,4.75,62.3,275.8,30.16
"1082",1.73,"VS1","1.73_VS1",13526.56,58,7.66,7.64,4.76,62.26,278.57,48.56
"1083",1.73,"VS2","1.73_VS2",13523.09,58.18,7.71,7.72,4.72,61.22,280.94,48.14
"1084",1.73,"VVS2","1.73_VVS2",18294,55,7.71,7.71,4.83,62.6,287.12,63.72
"1085",1.74,"I1","1.74_I1",5749,56.5,7.75,7.7,4.75,61.55,283.46,20.28
"1086",1.74,"SI1","1.74_SI1",12324.42,57.58,7.74,7.73,4.75,61.36,284.19,43.37
"1087",1.74,"SI2","1.74_SI2",9980.27,58.09,7.76,7.71,4.75,61.46,284.19,35.12
"1088",1.74,"VS1","1.74_VS1",14643,57.86,7.75,7.72,4.76,61.51,284.79,51.42
"1089",1.74,"VS2","1.74_VS2",14892.25,57.62,7.73,7.7,4.75,61.56,282.72,52.67
"1090",1.75,"I1","1.75_I1",7455,55.3,7.75,7.76,4.78,61.53,287.47,25.93
"1091",1.75,"SI1","1.75_SI1",12522.67,58.89,7.72,7.7,4.76,61.77,282.95,44.26
"1092",1.75,"SI2","1.75_SI2",11224.73,58.07,7.75,7.74,4.74,61.26,284.33,39.48
"1093",1.75,"VS1","1.75_VS1",13145.22,59.11,7.78,7.79,4.74,60.88,287.27,45.76
"1094",1.75,"VS2","1.75_VS2",14427.12,57.21,7.71,7.69,4.77,61.89,282.81,51.01
"1095",1.75,"VVS2","1.75_VVS2",13001.5,55.5,7.71,7.71,4.78,62.05,284.14,45.76
"1096",1.76,"SI1","1.76_SI1",11817.57,58.57,7.74,7.7,4.8,62.07,286.07,41.31
"1097",1.76,"SI2","1.76_SI2",10169.25,57,7.76,7.74,4.76,61.45,285.9,35.57
"1098",1.76,"VS1","1.76_VS1",13336.83,58.07,7.79,7.76,4.77,61.42,288.35,46.25
"1099",1.76,"VS2","1.76_VS2",14221.8,58.6,7.76,7.72,4.78,61.72,286.36,49.66
"1100",1.76,"VVS2","1.76_VVS2",15976.5,58.5,7.82,7.88,4.77,60.65,293.94,54.35
"1101",1.77,"SI1","1.77_SI1",12006.5,59,7.83,7.8,4.76,60.98,290.71,41.3
"1102",1.77,"SI2","1.77_SI2",9388.29,57.14,7.75,7.71,4.81,62.31,287.41,32.67
"1103",1.77,"VS1","1.77_VS1",12117.5,57,7.76,7.7,4.81,62.2,287.41,42.16
"1104",1.77,"VS2","1.77_VS2",12693.75,58,7.84,7.77,4.75,60.92,289.35,43.87
"1105",1.78,"SI1","1.78_SI1",13251,57,7.83,7.84,4.8,61.35,294.66,44.97
"1106",1.78,"SI2","1.78_SI2",10623.43,58.86,7.81,7.75,4.81,61.84,291.14,36.49
"1107",1.78,"VS1","1.78_VS1",15530.5,59,7.89,7.89,4.75,60.2,295.7,52.52
"1108",1.78,"VS2","1.78_VS2",18128,56,7.85,7.88,4.79,60.9,296.3,61.18
"1109",1.79,"SI1","1.79_SI1",11146.67,59.67,7.85,7.86,4.74,60.4,292.46,38.11
"1110",1.79,"SI2","1.79_SI2",10382.5,57.5,7.92,7.88,4.71,59.65,293.95,35.32
"1111",1.79,"VS1","1.79_VS1",14664,58,7.78,7.74,4.82,62.16,290.25,50.52
"1112",1.79,"VS2","1.79_VS2",13927.2,57.8,7.79,7.81,4.82,61.76,293.25,47.49
"1113",1.8,"SI1","1.8_SI1",13899.56,56.78,7.82,7.79,4.82,61.76,293.62,47.34
"1114",1.8,"SI2","1.8_SI2",10160.5,57.5,7.88,7.86,4.81,61.15,297.92,34.1
"1115",1.8,"VS1","1.8_VS1",14608.8,56.8,7.85,7.82,4.81,61.44,295.27,49.48
"1116",1.81,"I1","1.81_I1",5859,57,7.43,7.39,5.04,68,276.73,21.17
"1117",1.81,"SI1","1.81_SI1",10108,60,7.94,7.88,4.68,59.25,292.81,34.52
"1118",1.81,"SI2","1.81_SI2",12119,58.67,7.96,7.94,4.74,59.7,299.58,40.45
"1119",1.81,"VS1","1.81_VS1",14177,61,7.85,7.91,4.72,59.9,293.08,48.37
"1120",1.81,"VS2","1.81_VS2",12880.5,58,7.72,7.72,4.84,62.7,288.46,44.65
"1121",1.82,"I1","1.82_I1",5993,58,7.5,7.47,5.04,67.3,282.37,21.22
"1122",1.82,"SI1","1.82_SI1",15096.6,57.8,7.75,7.74,4.84,62.48,290.33,52
"1123",1.82,"SI2","1.82_SI2",11584.33,58.67,7.83,7.84,4.83,61.63,296.5,39.07
"1124",1.82,"VS1","1.82_VS1",12614,58.67,7.82,7.86,4.84,61.67,297.49,42.4
"1125",1.82,"VS2","1.82_VS2",14749,60,7.78,7.74,4.78,61.6,287.84,51.24
"1126",1.83,"I1","1.83_I1",6094.33,57.67,7.55,7.51,5.01,66.67,284.07,21.45
"1127",1.83,"SI1","1.83_SI1",11913.6,56.8,7.88,7.82,4.84,61.68,298.25,39.95
"1128",1.83,"SI2","1.83_SI2",12814.75,56.5,7.82,7.82,4.88,62.4,298.42,42.94
"1129",1.83,"VS1","1.83_VS1",13649,57,7.88,7.88,4.88,61.9,303.02,45.04
"1130",1.83,"VS2","1.83_VS2",14583,58.5,7.91,7.91,4.81,60.88,300.95,48.46
"1131",1.84,"SI1","1.84_SI1",13842,58,8,8,4.77,59.7,305.28,45.34
"1132",1.84,"SI2","1.84_SI2",7922,58,7.97,7.87,4.81,61,301.7,26.26
"1133",1.84,"VS1","1.84_VS1",8828,56,7.84,7.8,4.89,62.4,299.03,29.52
"1134",1.85,"I1","1.85_I1",5688,56,7.8,7.75,4.92,63.3,297.41,19.13
"1135",1.85,"VVS2","1.85_VVS2",14310,57,7.91,7.86,4.92,62.4,305.89,46.78
"1136",1.86,"SI1","1.86_SI1",14383,58,7.77,7.82,4.88,62.6,296.52,48.51
"1137",1.86,"SI2","1.86_SI2",11343.8,57.4,7.84,7.79,4.9,62.74,299.26,37.91
"1138",1.86,"VS2","1.86_VS2",10555,55.5,7.88,7.88,4.93,62.55,306.13,34.48
"1139",1.86,"VVS2","1.86_VVS2",17267,62,8.07,8.14,4.75,58.6,312.03,55.34
"1140",1.87,"SI1","1.87_SI1",12658,57.5,7.86,7.85,4.9,62.35,302.33,41.87
"1141",1.87,"SI2","1.87_SI2",11071,59.5,7.9,7.86,4.84,61.4,300.53,36.84
"1142",1.87,"VS1","1.87_VS1",17761,60,7.98,8.04,4.78,59.7,306.68,57.91
"1143",1.88,"SI2","1.88_SI2",8919.5,59.5,8,7.95,4.82,60.55,306.55,29.1
"1144",1.88,"VS2","1.88_VS2",12973,56,7.82,7.84,4.9,62.65,300.41,43.18
"1145",1.89,"SI2","1.89_SI2",12824.5,58,7.81,7.81,4.9,62.8,298.88,42.91
"1146",1.89,"VS1","1.89_VS1",15113.5,56,7.92,7.96,4.91,61.8,309.54,48.83
"1147",1.9,"SI1","1.9_SI1",10212.5,57.5,8.04,8.08,4.88,60.55,317.02,32.21
"1148",1.9,"SI2","1.9_SI2",11868,59.5,7.82,7.79,4.95,63.47,301.54,39.36
"1149",1.9,"VS2","1.9_VS2",12443,55,7.9,7.81,4.85,61.7,299.24,41.58
"1150",1.91,"SI1","1.91_SI1",14003.83,56.83,7.98,7.97,4.91,61.58,312.28,44.84
"1151",1.91,"SI2","1.91_SI2",10424.6,56.4,7.86,7.85,4.93,62.74,304.19,34.27
"1152",1.91,"VS1","1.91_VS1",12244,68,8.1,7.91,4.78,59.5,306.26,39.98
"1153",1.92,"SI1","1.92_SI1",15472,57,8,8.06,4.92,61.3,317.24,48.77
"1154",1.92,"SI2","1.92_SI2",15364,59,7.85,7.92,4.93,62.5,306.51,50.13
"1155",1.93,"SI1","1.93_SI1",15792,59,7.99,8.05,4.9,61.15,315.17,50.11
"1156",1.93,"VS1","1.93_VS1",17344,60.67,8.07,8,4.82,59.97,311.18,55.74
"1157",1.93,"VS2","1.93_VS2",17353,58,7.91,7.86,4.95,62.8,307.75,56.39
"1158",1.94,"SI1","1.94_SI1",18735,58,7.91,7.87,4.94,62.6,307.52,60.92
"1159",1.94,"SI2","1.94_SI2",9344,59,8.01,7.89,5.02,63.1,317.26,29.45
"1160",1.94,"VS2","1.94_VS2",14489,58,8.04,8.1,4.86,60.2,316.5,45.78
"1161",1.95,"I1","1.95_I1",5045,59,8.1,8.05,4.87,60.3,317.55,15.89
"1162",1.95,"SI1","1.95_SI1",14603,58,7.86,7.94,4.97,62.9,310.17,47.08
"1163",1.95,"VS2","1.95_VS2",17374,55,8,8.05,4.95,61.7,318.78,54.5
"1164",1.96,"I1","1.96_I1",5850.5,57.5,7.61,7.58,5.06,66.7,291.88,20.04
"1165",1.96,"SI2","1.96_SI2",11434,60,7.91,7.92,4.87,61.55,305.09,37.48
"1166",1.97,"SI2","1.97_SI2",14476,58,8.08,8.08,4.94,61.1,322.51,44.89
"1167",1.97,"VS2","1.97_VS2",17456,59,7.96,7.96,5,62.9,316.81,55.1
"1168",1.98,"SI1","1.98_SI1",14581,55,8.04,8.12,5.01,62.05,327.08,44.58
"1169",1.98,"VS1","1.98_VS1",14547,63.5,8.12,8.08,4.89,60.4,320.83,45.34
"1170",1.98,"VS2","1.98_VS2",15083,60,7.9,7.96,4.98,62.7,313.16,48.16
"1171",1.99,"SI2","1.99_SI2",11486,61,8.08,8.05,4.77,59.1,310.26,37.02
"1172",1.99,"VS2","1.99_VS2",15525.5,62,8.05,8.09,4.96,61.7,323.02,48.06
"1173",2,"I1","2_I1",7183.38,57.77,7.98,7.89,5.07,63.99,319.22,22.5
"1174",2,"SI1","2_SI1",15608.79,58.12,7.97,7.96,4.99,62.41,316.57,49.31
"1175",2,"SI2","2_SI2",13421.68,58.15,8.05,8.45,5.01,62.08,340.79,39.38
"1176",2,"VS1","2_VS1",14744.27,58.84,8.06,8.02,4.96,61.74,320.62,45.99
"1177",2,"VS2","2_VS2",15107,58.93,8.05,8.03,4.97,61.87,321.27,47.02
"1178",2,"VVS2","2_VVS2",15145,59,7.98,7.98,5.03,63,320.31,47.28
"1179",2.01,"I1","2.01_I1",6818.44,61,8.01,7.95,4.97,62.4,316.49,21.54
"1180",2.01,"SI1","2.01_SI1",15112.12,59.01,8.08,8.05,4.97,61.62,323.27,46.75
"1181",2.01,"SI2","2.01_SI2",14244.91,58.58,8.06,8.03,4.99,61.97,322.96,44.11
"1182",2.01,"VS1","2.01_VS1",16359.93,59,8.05,8.04,4.98,61.98,322.32,50.76
"1183",2.01,"VS2","2.01_VS2",15768.78,59.03,8.04,8.03,4.97,61.94,320.87,49.14
"1184",2.01,"VVS1","2.01_VVS1",15836,58,8.1,7.89,5,62.2,319.54,49.56
"1185",2.01,"VVS2","2.01_VVS2",15952,58,7.92,7.82,5,63.5,309.67,51.51
"1186",2.02,"I1","2.02_I1",6346,56,7.82,7.76,5.21,66.8,316.16,20.07
"1187",2.02,"SI1","2.02_SI1",15559.91,58.28,8.08,8.08,5,61.89,326.43,47.67
"1188",2.02,"SI2","2.02_SI2",14077.66,57.95,8.11,8.09,4.98,61.49,326.74,43.09
"1189",2.02,"VS1","2.02_VS1",16219.56,58.89,8.06,8.07,5,61.98,325.22,49.87
"1190",2.02,"VS2","2.02_VS2",15674.87,58.23,8.13,8.13,4.98,61.23,329.16,47.62
"1191",2.03,"I1","2.03_I1",6488.67,57.5,7.97,7.92,5.07,63.9,320.03,20.28
"1192",2.03,"SI1","2.03_SI1",15864.17,57.66,8.1,8.09,5.02,61.98,328.96,48.23
"1193",2.03,"SI2","2.03_SI2",14256.39,58.05,8.12,8.11,5.01,61.81,329.92,43.21
"1194",2.03,"VS1","2.03_VS1",14751,59,8.17,8.11,5.01,61.67,331.96,44.44
"1195",2.03,"VS2","2.03_VS2",16704.44,58.75,8.17,8.16,4.98,61.02,332,50.31
"1196",2.03,"VVS2","2.03_VVS2",15970.5,60,7.91,7.91,5,63.2,312.84,51.05
"1197",2.04,"I1","2.04_I1",8740,59.8,8.21,8.18,4.99,60.9,335.12,26.08
"1198",2.04,"IF","2.04_IF",17327,58,8.11,8.14,5,61.5,330.08,52.49
"1199",2.04,"SI1","2.04_SI1",15951.15,58.81,8.19,8.15,4.98,61.06,332.41,47.99
"1200",2.04,"SI2","2.04_SI2",14740,57.43,8.13,8.13,5.03,61.84,332.47,44.33
"1201",2.04,"VS1","2.04_VS1",16354.5,59.25,8.12,8.12,5.03,61.92,331.65,49.31
"1202",2.04,"VS2","2.04_VS2",14592.31,58.62,8.13,8.15,5,61.45,331.3,44.05
"1203",2.05,"I1","2.05_I1",7026,58,8.46,8.3,4.77,56.9,334.94,20.98
"1204",2.05,"SI1","2.05_SI1",16342,57.62,8.17,8.13,5.02,61.62,333.44,49.01
"1205",2.05,"SI2","2.05_SI2",15473.24,57.79,8.19,8.19,5.02,61.27,336.72,45.95
"1206",2.05,"VS1","2.05_VS1",15498.36,58.77,8.12,8.12,5.02,61.89,330.99,46.82
"1207",2.05,"VS2","2.05_VS2",16117.9,59.19,8.16,8.13,5.04,61.9,334.36,48.21
"1208",2.05,"VVS2","2.05_VVS2",17214,56,8.18,8.11,5.11,62.7,339,50.78
"1209",2.06,"I1","2.06_I1",7762.5,59.5,8.19,8.18,4.96,60.73,332.29,23.36
"1210",2.06,"SI1","2.06_SI1",14746.46,58.62,8.2,8.15,5.03,61.52,336.15,43.87
"1211",2.06,"SI2","2.06_SI2",14783.06,57.67,8.13,8.11,5.04,61.6,332.31,44.49
"1212",2.06,"VS1","2.06_VS1",15071.5,56.5,8.16,8.2,5.03,61.5,336.57,44.78
"1213",2.06,"VS2","2.06_VS2",15516.6,58.6,8.21,8.18,5.02,61.2,337.13,46.03
"1214",2.07,"I1","2.07_I1",6503,56,7.76,7.73,5.25,67.7,314.92,20.65
"1215",2.07,"SI1","2.07_SI1",15491,58.71,8.2,8.17,5.04,61.57,337.65,45.88
"1216",2.07,"SI2","2.07_SI2",15485.35,56.8,8.2,8.16,5.06,61.83,338.57,45.74
"1217",2.07,"VS2","2.07_VS2",15627.1,58.1,8.18,8.18,5.04,61.57,337.24,46.34
"1218",2.07,"VVS2","2.07_VVS2",16693,54,8.14,8.14,5.11,62.7,338.59,49.3
"1219",2.08,"I1","2.08_I1",6150,57,8.23,8.18,5.06,61.7,340.65,18.05
"1220",2.08,"IF","2.08_IF",17986,55,8.32,8.25,5.05,61,346.63,51.89
"1221",2.08,"SI1","2.08_SI1",16229.12,58.38,8.18,8.21,5.03,61.42,337.8,48.04
"1222",2.08,"SI2","2.08_SI2",14488.35,58.74,8.23,8.2,5.04,61.38,340.13,42.6
"1223",2.08,"VS2","2.08_VS2",16774.43,59.14,8.26,8.25,5,60.57,340.72,49.23
"1224",2.08,"VVS1","2.08_VVS1",15654,58,8.22,8.18,5.1,62.2,342.92,45.65
"1225",2.09,"SI1","2.09_SI1",15856.89,58.11,8.27,8.27,5.03,60.82,344.02,46.09
"1226",2.09,"SI2","2.09_SI2",14887.1,58.62,8.22,8.2,5.05,61.52,340.39,43.74
"1227",2.09,"VS1","2.09_VS1",16140.67,58.33,8.21,8.22,5.07,61.77,342.16,47.17
"1228",2.09,"VS2","2.09_VS2",16267.25,58.75,8.26,8.23,5.02,60.92,341.26,47.67
"1229",2.1,"I1","2.1_I1",6597,58.5,7.94,7.88,5.22,66,326.6,20.2
"1230",2.1,"SI1","2.1_SI1",15227.33,58,8.22,8.2,5.07,61.75,341.74,44.56
"1231",2.1,"SI2","2.1_SI2",14702.85,58.83,8.2,8.18,5.08,62.06,340.75,43.15
"1232",2.1,"VS2","2.1_VS2",14130.89,59.08,8.29,8.29,5.02,60.63,344.99,40.96
"1233",2.1,"VVS1","2.1_VVS1",17606,58,8.29,8.24,5.07,61.3,346.33,50.84
"1234",2.11,"I1","2.11_I1",7426.5,57,8.01,7.95,5.22,65.4,332.41,22.34
"1235",2.11,"SI1","2.11_SI1",15433.67,57,8.19,8.15,5.12,62.77,341.75,45.16
"1236",2.11,"SI2","2.11_SI2",14504.33,58.78,8.24,8.24,5.06,61.45,343.56,42.22
"1237",2.11,"VS1","2.11_VS1",16244.5,56.6,8.24,8.23,5.09,61.85,345.18,47.06
"1238",2.11,"VS2","2.11_VS2",15777.67,58.75,8.29,8.29,5.04,60.78,346.37,45.55
"1239",2.12,"I1","2.12_I1",7508,58,8.39,8.28,4.99,60,346.65,21.66
"1240",2.12,"SI1","2.12_SI1",15890.25,57,8.21,8.25,5.06,61.53,342.73,46.36
"1241",2.12,"SI2","2.12_SI2",14988.94,58.39,8.26,8.24,5.07,61.47,345.08,43.44
"1242",2.12,"VS2","2.12_VS2",17161,57,8.23,8.25,5.12,62.1,347.64,49.36
"1243",2.13,"SI1","2.13_SI1",16020.75,57,8.2,8.19,5.12,62.42,343.85,46.59
"1244",2.13,"SI2","2.13_SI2",15011.87,57.73,8.27,8.27,5.08,61.46,347.44,43.21
"1245",2.13,"VS2","2.13_VS2",15184,57,8.33,8.33,5.07,60.85,351.8,43.16
"1246",2.14,"I1","2.14_I1",5866.5,56.5,7.87,7.81,5.32,67.9,326.99,17.94
"1247",2.14,"SI1","2.14_SI1",15795.38,59.12,8.34,8.31,5.07,60.98,351.38,44.95
"1248",2.14,"SI2","2.14_SI2",14917.63,58.04,8.32,8.3,5.08,61.19,350.8,42.52
"1249",2.14,"VS2","2.14_VS2",15870,57.82,8.3,8.29,5.08,61.23,349.54,45.4
"1250",2.15,"I1","2.15_I1",5893.5,57,8.13,8.07,5.2,64.2,341.17,17.27
"1251",2.15,"SI1","2.15_SI1",14675.6,58.6,8.23,8.24,5.1,61.94,345.86,42.43
"1252",2.15,"SI2","2.15_SI2",15095.71,57.07,8.3,8.28,5.12,61.76,351.87,42.9
"1253",2.15,"VS1","2.15_VS1",15613,55,8.35,8.39,5.1,60.9,357.29,43.7
"1254",2.16,"I1","2.16_I1",8872.5,56.5,8.36,8.29,5.12,61.6,354.84,25
"1255",2.16,"SI1","2.16_SI1",16575.25,57.5,8.35,8.35,5.1,61.09,355.58,46.61
"1256",2.16,"SI2","2.16_SI2",15866.12,57.02,8.28,8.29,5.12,61.89,351.44,45.15
"1257",2.16,"VS1","2.16_VS1",17506,56.67,8.3,8.27,5.12,61.83,351.44,49.81
"1258",2.16,"VS2","2.16_VS2",16275.67,58.67,8.4,8.39,5.06,60.3,356.61,45.64
"1259",2.16,"VVS1","2.16_VVS1",17891,58,8.36,8.26,5.11,61.5,352.86,50.7
"1260",2.17,"I1","2.17_I1",7947.5,60.5,8.59,8.52,4.94,58.15,361.54,21.98
"1261",2.17,"SI1","2.17_SI1",16075.43,58,8.34,8.35,5.1,61.13,355.16,45.26
"1262",2.17,"SI2","2.17_SI2",14564,59.89,8.38,8.37,5.11,60.98,358.42,40.63
"1263",2.18,"I1","2.18_I1",10340,60,8.25,8.33,5.14,62,353.23,29.27
"1264",2.18,"SI1","2.18_SI1",14700.17,58.17,8.28,8.27,5.18,62.5,354.7,41.44
"1265",2.18,"SI2","2.18_SI2",15074.84,59.08,8.32,8.3,5.14,61.82,354.95,42.47
"1266",2.18,"VS2","2.18_VS2",15522,56.75,8.38,8.37,5.12,61.15,359.12,43.22
"1267",2.19,"SI1","2.19_SI1",16081,58.5,8.33,8.3,5.15,61.92,356.07,45.16
"1268",2.19,"SI2","2.19_SI2",15311.12,58.25,8.32,8.33,5.14,61.82,356.23,42.98
"1269",2.2,"I1","2.2_I1",7934,56,8.05,8,5.32,66.3,342.61,23.16
"1270",2.2,"SI1","2.2_SI1",17185,55.5,8.42,8.39,5.16,61.35,364.52,47.14
"1271",2.2,"SI2","2.2_SI2",14702.78,57.56,8.38,8.34,5.15,61.56,359.93,40.85
"1272",2.2,"VS1","2.2_VS1",15119,58.33,8.35,8.34,5.14,61.6,357.94,42.24
"1273",2.2,"VS2","2.2_VS2",17070.4,57.4,8.4,8.37,5.15,61.5,362.09,47.14
"1274",2.21,"I1","2.21_I1",6535,58,8.31,8.27,5.16,62.2,354.61,18.43
"1275",2.21,"SI1","2.21_SI1",16869.4,58.4,8.36,8.35,5.16,61.76,360.2,46.83
"1276",2.21,"SI2","2.21_SI2",15337.71,59.41,8.4,8.39,5.13,61.11,361.54,42.42
"1277",2.22,"I1","2.22_I1",6085.5,55.5,7.9,7.88,5.4,68.4,336.16,18.1
"1278",2.22,"SI1","2.22_SI1",16124,58,8.43,8.43,5.08,60.3,361.01,44.66
"1279",2.22,"SI2","2.22_SI2",14461.93,58.28,8.32,8.29,5.18,62.39,357.28,40.48
"1280",2.22,"VS1","2.22_VS1",17697.5,59.5,8.41,8.4,5.12,60.9,361.7,48.93
"1281",2.22,"VS2","2.22_VS2",17185.33,57,8.41,8.39,5.13,61.03,361.97,47.48
"1282",2.23,"I1","2.23_I1",7006,57,8.24,8.2,5.22,63.5,352.7,19.86
"1283",2.23,"SI1","2.23_SI1",13818.67,59,8.33,8.34,5.19,62.3,360.56,38.33
"1284",2.23,"SI2","2.23_SI2",13816.4,59.8,8.46,8.42,5.11,60.62,364,37.96
"1285",2.23,"VS1","2.23_VS1",16025,58,8.41,8.34,5.17,61.7,362.62,44.19
"1286",2.23,"VS2","2.23_VS2",15916,58,8.39,8.37,5.12,61.07,359.55,44.27
"1287",2.24,"SI1","2.24_SI1",18299,59,8.45,8.5,5.13,60.5,368.46,49.66
"1288",2.24,"SI2","2.24_SI2",15661.38,57.48,8.37,8.37,5.17,61.79,362.19,43.24
"1289",2.24,"VS1","2.24_VS1",11970,58,8.46,8.41,5.14,60.9,365.7,32.73
"1290",2.24,"VS2","2.24_VS2",15316,54,8.41,8.36,5.18,61.8,364.19,42.05
"1291",2.25,"I1","2.25_I1",7598,56.67,8.23,8.18,5.3,64.67,356.8,21.29
"1292",2.25,"SI1","2.25_SI1",16181.2,59.8,8.43,8.41,5.19,61.64,367.95,43.98
"1293",2.25,"SI2","2.25_SI2",13844.62,59.5,8.49,8.45,5.14,60.76,368.75,37.54
"1294",2.26,"SI1","2.26_SI1",17665,57.5,8.5,8.44,5.2,61.35,373.05,47.35
"1295",2.26,"SI2","2.26_SI2",14801.08,58.25,8.43,8.37,5.18,61.67,365.5,40.5
"1296",2.26,"VS2","2.26_VS2",17010,57,8.44,8.47,5.17,61.1,369.59,46.02
"1297",2.27,"I1","2.27_I1",6432,55.5,8.02,7.97,5.45,68.1,348.36,18.46
"1298",2.27,"SI1","2.27_SI1",16352.5,59,8.44,8.41,5.18,61.05,367.68,44.47
"1299",2.27,"SI2","2.27_SI2",14723.6,57,8.46,8.41,5.24,62.06,372.82,39.49
"1300",2.27,"VS1","2.27_VS1",17064.67,59,8.41,8.44,5.17,61.37,366.97,46.5
"1301",2.28,"SI1","2.28_SI1",14583.4,56.6,8.43,8.42,5.22,61.98,370.52,39.36
"1302",2.28,"SI2","2.28_SI2",15339.3,57.4,8.41,8.37,5.24,62.49,368.85,41.59
"1303",2.28,"VS1","2.28_VS1",16383,56.1,8.47,8.47,5.2,61.45,373.05,43.92
"1304",2.28,"VS2","2.28_VS2",16461,57.67,8.43,8.35,5.26,62.67,370.25,44.46
"1305",2.29,"IF","2.29_IF",18510,60,8.47,8.47,5.2,61.4,373.05,49.62
"1306",2.29,"SI1","2.29_SI1",16558.67,61.33,8.58,8.55,5.15,60.13,377.8,43.83
"1307",2.29,"SI2","2.29_SI2",14222.38,57.67,8.43,8.41,5.24,62.23,371.5,38.28
"1308",2.29,"VS2","2.29_VS2",17179,61.5,8.55,8.5,5.12,60.05,372.1,46.17
"1309",2.3,"I1","2.3_I1",7226,59,8.71,8.56,5.19,60.2,386.95,18.67
"1310",2.3,"SI1","2.3_SI1",14002.67,58.67,8.48,8.43,5.19,61.37,371.01,37.74
"1311",2.3,"SI2","2.3_SI2",15038.92,57,8.47,8.46,5.22,61.7,374.05,40.21
"1312",2.3,"VS2","2.3_VS2",17497,57.33,8.45,8.43,5.25,62.27,373.98,46.79
"1313",2.31,"I1","2.31_I1",7257,56,8.05,7.99,5.41,67.4,347.97,20.86
"1314",2.31,"SI1","2.31_SI1",16613,56.67,8.47,8.48,5.26,62.03,377.8,43.97
"1315",2.31,"SI2","2.31_SI2",14958.17,59.33,8.53,8.49,5.2,61.1,376.58,39.72
"1316",2.31,"VS1","2.31_VS1",17451,61,8.55,8.43,5.29,62.3,381.28,45.77
"1317",2.31,"VS2","2.31_VS2",14830,60,8.53,8.59,5.11,59.7,374.42,39.61
"1318",2.31,"VVS1","2.31_VVS1",16100,58,8.49,8.42,5.25,62.1,375.3,42.9
"1319",2.32,"I1","2.32_I1",6860,55,7.93,7.9,5.58,70.5,349.57,19.62
"1320",2.32,"SI1","2.32_SI1",17231.4,59.4,8.52,8.46,5.25,61.86,378.42,45.54
"1321",2.32,"SI2","2.32_SI2",16089.25,58,8.52,8.5,5.23,61.46,378.76,42.48
"1322",2.32,"VS1","2.32_VS1",17891,54.5,8.44,8.47,5.28,62.5,377.45,47.4
"1323",2.32,"VS2","2.32_VS2",17053,57,8.48,8.4,5.27,62.4,375.39,45.43
"1324",2.33,"I1","2.33_I1",8220,58,8.64,8.56,5.22,60.7,386.06,21.29
"1325",2.33,"SI1","2.33_SI1",14822.67,57.67,8.62,8.61,5.22,60.57,387.42,38.26
"1326",2.33,"SI2","2.33_SI2",13371,58,8.4,8.32,5.31,63.55,371.11,36.03
"1327",2.33,"VS2","2.33_VS2",15792.67,57.67,8.48,8.49,5.27,62.07,379.41,41.62
"1328",2.34,"I1","2.34_I1",10277,56.8,8.47,8.46,5.26,62.1,376.91,27.27
"1329",2.34,"SI1","2.34_SI1",15818,60,8.59,8.53,5.28,61.7,386.88,40.89
"1330",2.34,"VS2","2.34_VS2",12961,62,8.4,8.34,5.35,63.9,374.8,34.58
"1331",2.35,"SI1","2.35_SI1",16092,59,8.5,8.41,5.26,62.2,376.01,42.8
"1332",2.35,"SI2","2.35_SI2",16512.5,57.75,8.63,8.59,5.21,60.45,386.23,42.75
"1333",2.35,"VS1","2.35_VS1",14399,60,8.64,8.6,5.23,60.7,388.61,37.05
"1334",2.36,"SI2","2.36_SI2",15115.17,57,8.61,8.6,5.24,60.98,388,38.96
